sex,Age,Married,Number_children,education_level,total_members,income,Happy?,gained_asset,durable_asset,save_asset,Total Asset,living_expenses,other_expenses,Total Expenses,depressed
1,45,1,1,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,26,1,3,11,5,10276529,0,37172832,12171681,23399979,72744492,98361063,20147335,118508398,0
1,26,1,3,9,5,40038424,0,12390944,61595111,23399979,97386034,10676913,81678391,92355304,0
1,29,1,1,3,3,86749926,0,28912201,63260712,23399979,115572892,25357668,25944899,51302567,0
1,41,1,4,8,6,3203074,0,16729337,11755282,80076851,108561470,26692283,5765533,32457816,0
1,58,0,1,9,4,30028818,1,16521257,18417676,23399979,58338912,18684598,15374755,34059353,1
1,22,1,5,11,7,11878066,0,23855212,17136446,6406148,47397806,69399935,33952583,103352518,0
1,22,1,1,7,3,10676913,0,28912201,51249184,23399979,103561364,18684598,74631624,93316222,0
1,58,0,0,1,2,53384566,0,14387782,99615601,16015369,130018752,26692283,48046112,74738395,0
1,29,1,3,8,5,16135486,0,53906201,13428888,23399979,90735068,422005,11923443,12345448,0
1,23,1,3,10,5,21353827,0,17142671,11851374,23399979,52394024,80076847,23862902,103939749,0
1,24,1,0,5,3,46711493,1,17514398,21540672,23399979,62455049,18684598,97693758,116378356,1
0,35,1,7,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,49,0,1,11,2,56053796,0,28912201,34272891,23399979,86585071,40038424,52530415,92568839,0
1,40,0,1,8,3,43775349,0,45433456,25784744,23399979,94618179,50715337,36995506,87710843,0
1,21,1,1,9,3,36034582,0,82606287,10810374,23399979,116816640,40038424,23942978,63981402,0
1,41,1,6,7,8,10676913,0,82606287,68545784,11531066,162683137,72069163,16816139,88885302,0
0,21,0,1,10,3,30028818,0,28912201,49087109,23399979,101399289,33365355,53811642,87176997,0
1,32,1,2,9,4,14947679,0,47606387,33712354,22421518,103740259,30696127,62139637,92835764,0
1,28,1,2,10,4,33365355,0,13252727,20691858,23399979,57344564,70734549,36034584,106769133,0
1,34,1,3,10,5,42707653,0,5184104,39718118,23399979,68302201,33365355,43561806,76927161,0
1,51,1,7,9,11,4874011,0,10738818,37796274,48046108,96581200,16642637,83440079,100082716,0
1,22,1,4,7,6,10009606,0,63678284,33792432,48046112,145516828,36835351,99823799,136659150,0
1,32,1,6,6,8,30028818,0,40412497,12011527,64061478,116485502,23355746,14253679,37609425,0
1,56,1,0,7,2,6406148,0,94314049,20419597,23399979,138133625,35367274,26713636,62080910,0
0,81,0,1,16,2,30028818,0,28912201,45643803,23399979,97955983,66730708,88084536,154815244,0
1,30,1,3,9,5,18684598,1,37172832,23222287,16015369,76410488,14680755,40999348,55680103,1
1,20,1,2,8,3,10943837,0,41303144,21028181,23399979,85731304,21353827,37395889,58749716,0
1,28,1,4,8,6,28026898,1,39586432,22341441,23399979,85327852,20019212,72069163,92088375,1
1,27,1,3,9,5,56053796,0,22443761,50688647,23399979,96532387,262919,13853295,14116214,0
1,24,1,2,12,4,22154593,0,91907303,74471474,48046108,214424885,80076849,44714912,124791761,0
1,39,0,4,7,5,30028818,1,28912201,22861940,23399979,75174120,26692283,28203066,54895349,1
1,43,1,2,8,4,19712252,0,10325787,31790509,23399979,65516275,28347204,36675198,65022402,0
0,27,1,0,10,2,13813256,0,33042515,2445547,23399979,58888041,25357668,28026897,53384565,0
1,31,1,3,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,48,1,2,1,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,30,1,6,8,8,51249185,1,28912201,17937215,23399979,70249395,66730708,1345291,68075999,1
1,29,1,5,9,7,36034582,0,53694088,61178715,23399979,138272782,17349985,60538097,77888082,0
1,36,0,2,3,3,93422985,0,41303144,65663017,23399979,130366140,52049953,96092218,148142171,0
1,25,1,4,10,6,35233814,1,69396747,53608246,23399979,146404972,1601537,16655985,18257522,1
1,38,1,0,8,2,26692283,0,82606287,42440731,23399979,148446997,26692283,62459941,89152224,0
1,34,1,6,8,10,20019212,0,28157883,32351047,1601537,62110467,84748001,34465076,119213077,0
1,27,1,3,10,5,18684598,0,6712542,27962836,96092216,130767594,33365355,62780251,96145606,0
1,19,1,2,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
0,61,0,0,9,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,28,1,9,8,12,33365355,0,16521257,21620749,23399979,61541985,3122997,13132604,16255601,0
1,47,1,3,5,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,22,1,4,9,7,33365355,0,28912201,23702748,23399979,76014928,8505496,21652781,30158277,0
1,20,1,2,9,4,30028818,0,30635769,82479156,72069163,185184088,59924173,33087753,93011926,0
1,28,1,4,10,6,46711493,0,28912201,14654063,23399979,66966243,13346142,10089684,23435826,0
1,25,1,2,9,4,40038425,0,28912201,13565018,23399979,65877198,12812296,15935293,28747589,0
1,26,1,2,10,4,30028818,0,28912201,10490067,23399979,62802247,2936151,59417023,62353174,0
1,30,1,5,10,7,30028818,1,28912201,11418959,23399979,63731139,30696124,16976292,47672416,1
1,29,0,4,10,5,30028818,1,28912201,22861940,23399979,75174120,26692283,28203066,54895349,1
1,27,1,2,8,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,40,1,1,5,3,94624138,1,36350497,26265207,3203074,65818778,93422991,32014725,125437716,1
1,37,1,6,4,9,42707653,0,76069229,11162713,19218445,106450387,40038425,28587435,68625860,0
0,35,0,0,8,1,5765533,0,28912201,72069168,11210759,112192128,40038425,10249837,50288262,0
0,30,0,1,10,2,30028818,0,22375139,13773218,23399979,59548336,80076849,27226129,107302978,0
0,36,1,1,8,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,58,0,0,1,2,37369196,0,19929549,14461879,23399979,57791407,56053796,39718117,95771913,0
1,45,1,6,9,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
0,39,0,2,6,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,34,1,3,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,25,1,2,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,46,1,6,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,29,1,3,12,5,30028818,0,28912201,55973718,23399979,108285898,37903042,72389473,110292515,0
1,35,1,5,7,7,51249185,0,73662476,19490706,3203074,96356256,52049952,19186413,71236365,0
1,40,1,2,1,5,77407622,0,36522855,172966,80076847,116772668,61392248,83279924,144672172,0
1,20,1,2,10,4,15748446,1,54732263,24087117,23399979,102219359,58723027,19474689,78197716,1
1,28,0,4,10,5,34166121,0,75386055,12748235,23399979,111534269,18684598,18898136,37582734,0
1,48,1,3,9,7,10676913,0,13906433,49423431,48046112,111375976,17883829,69827011,87710840,0
1,21,1,2,10,4,11677875,0,57824402,19138367,72069163,149031932,26692283,13709157,40401440,0
1,25,1,3,10,5,30028818,1,28912201,22861940,23399979,75174120,26692283,28203066,54895349,1
1,28,1,2,10,4,30028818,0,41303146,46476605,24023054,111802805,34699969,49167187,83867156,0
1,35,0,2,8,3,24690361,0,6608503,10153745,80076847,96839095,66730708,42280579,109011287,0
1,52,1,1,8,4,30028818,0,10602181,64061478,23399979,98063638,26692283,22421517,49113800,0
1,28,1,2,14,4,32084126,0,61954716,37203704,23399979,122558399,10009606,46764881,56774487,0
1,32,1,6,8,8,35233815,0,41303144,24823824,23399979,89526947,11611143,3074951,14686094,0
1,32,1,0,1,2,84080696,0,37172832,22421518,23399979,82994329,19351906,18898136,38250042,0
1,20,1,3,10,6,13346142,0,72460321,25544514,23399979,121404814,36701891,12491988,49193879,0
1,61,0,0,1,5,30028818,1,28912201,22861940,23399979,75174120,26692283,28203066,54895349,1
1,49,1,6,10,9,18684598,0,82606287,67264557,23399979,173270823,69399939,31710432,101110371,0
1,35,1,5,10,8,6406148,0,10498143,21941057,23399979,55839179,15081141,99695679,114776820,0
0,66,0,0,9,1,57254949,0,2833024,28026898,23399979,54259901,14894294,51249184,66143478,0
1,63,1,3,10,6,53384566,0,54972632,17456754,23399979,95829365,24023056,10730298,34753354,0
1,31,1,3,10,5,30028818,1,28912201,22861940,23399979,75174120,26692283,28203066,54895349,1
1,37,0,6,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,27,1,4,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,20,1,2,12,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,31,1,3,9,5,6406148,1,45433456,2054772,3203074,50691302,18684598,17616907,36301505,1
1,28,1,5,8,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,49,0,2,8,5,30028818,1,28912201,22861940,23399979,75174120,26692283,28203066,54895349,1
1,23,1,1,10,3,10676913,1,20206248,7527224,23399979,51133451,13679795,94170372,107850167,1
1,21,1,3,2,6,80076847,0,34766083,33392047,23399979,91558109,10676913,17136446,27813359,0
1,87,0,0,6,1,53384566,1,69532166,34433044,23399979,127365189,53384566,51249185,104633751,1
0,45,0,0,9,1,13346142,0,28912201,11531066,23399979,63843246,10009606,72069163,82078769,0
1,24,0,3,10,5,93422985,0,37172832,22037149,3203074,62413055,12678834,19538752,32217586,0
1,35,0,5,9,6,80076849,0,28912201,10890452,25624592,65427245,10676913,9849453,20526366,0
1,19,1,1,9,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,25,1,2,14,4,10276529,1,28912201,69666862,23399979,121979042,14680755,11370913,26051668,1
1,46,0,0,12,1,71535316,0,388964,61659176,23399979,85448119,58189178,16335678,74524856,0
1,38,0,4,10,6,42707653,1,41303144,16495831,23399979,81198954,26692283,60858407,87550690,1
1,30,1,4,14,6,65396094,0,82606287,36819336,43241501,162667124,53384566,16015369,69399935,0
1,28,1,2,9,4,20553058,0,15662598,13773218,23399979,52835795,73403776,81678391,155082167,0
1,22,1,3,9,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,30,1,4,10,6,80076847,0,19965268,16912231,23399979,60277478,26692283,85041618,111733901,0
1,48,1,3,9,5,53384566,0,12390944,27706589,23399979,63497512,21353826,54452259,75806085,0
0,54,0,5,11,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,22,1,2,10,4,30028818,1,41303144,18417676,23399979,83120799,28694205,28603451,57297656,1
1,22,1,4,9,6,48046109,1,82606287,18385645,23399979,124391911,57388411,68385628,125774039,1
1,34,1,2,10,4,20019213,0,5927561,24343362,32030739,62301662,25357668,56053796,81411464,0
1,20,1,3,9,5,42707653,0,33042515,10570144,3203074,46815733,53384566,41639961,95024527,0
1,24,1,5,10,7,1601537,1,12390944,59096716,43241501,114729161,13346142,49647648,62993790,1
1,23,1,2,10,4,30389163,0,16797653,25944901,23399979,66142533,53384566,25384361,78768927,0
1,19,1,1,10,3,26692283,0,2581633,21780904,23399979,47762516,20019212,42921192,62940404,0
1,35,0,7,10,8,92088377,0,28912201,16095447,23399979,68407627,80076849,16495831,96572680,0
1,21,1,3,11,5,3203074,0,11600601,24103131,48046112,83749844,60057635,736707,60794342,0
1,40,1,2,9,7,42707653,0,18553818,249039,28827667,47630524,10543451,53811642,64355093,0
1,24,1,2,10,4,69399939,0,65401855,18225491,40038425,123665771,14413833,47085186,61499019,0
1,61,1,4,6,6,40038424,0,12390944,30269049,23399979,66059972,52049952,16415754,68465706,0
0,45,0,0,14,1,69933782,0,41303144,13052527,1601537,55957208,34166121,12780265,46946386,0
1,22,1,1,10,3,12812296,0,82606287,14814217,23399979,120820483,56053796,75272241,131326037,0
1,31,0,3,10,4,10276529,0,28912201,25464438,11210759,65587398,21754211,5123317,26877528,0
0,56,0,0,6,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,19,1,1,9,3,49647646,0,28912201,28459314,44843037,102214552,41373043,7094809,48467852,0
0,41,0,0,14,5,30028818,1,28912201,22861940,23399979,75174120,26692283,28203066,54895349,1
1,37,1,5,10,8,42707653,0,28912201,18177444,23399979,70489624,21086905,25640608,46727513,0
1,18,1,3,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,21,1,0,1,2,53384566,0,41303144,13292757,23399979,77995880,22688441,16976292,39664733,0
0,42,0,1,11,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,34,1,3,5,5,54719181,1,11428244,81678391,23399979,116506614,42440729,15214602,57655331,1
1,22,1,1,14,3,26692283,0,28912201,17216522,23399979,69528702,69399939,70467629,139867568,0
1,24,1,3,9,5,30028818,1,30635769,2642536,64061478,97339783,26692283,54452259,81144542,1
1,28,1,2,10,4,39237657,0,16521257,26905823,23399979,66827059,64862247,16495831,81358078,0
1,60,0,0,1,4,33365355,0,82606287,18417675,23399979,124423941,26692283,13773218,40465501,0
1,19,1,1,10,3,30028818,0,28912201,19218443,23399979,71530623,20019212,49727722,69746934,0
1,43,1,5,9,7,24289978,1,19676268,36515042,13613065,69804375,1601537,43241501,44843038,1
1,23,1,4,10,6,38370156,0,12254308,18321584,23399979,53975871,1245195,40198578,41443773,0
0,22,1,2,8,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,44,1,8,13,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,33,1,4,17,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,18,1,2,10,3,30028818,0,28912201,14894295,23399979,67206475,76073008,20499674,96572682,0
1,20,1,2,8,4,69666858,0,53694088,15294678,3203074,72191840,12011528,39237656,51249184,0
1,65,0,1,1,2,10676913,0,12390944,52850719,23399979,88641642,58723027,59256868,117979895,0
1,28,1,6,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,24,1,4,9,6,93422991,0,22375139,35506076,23399979,81281194,20686522,61931435,82617957,0
1,35,0,2,9,4,93689919,0,21858374,24295316,23399979,69553669,93422985,49375385,142798370,0
1,26,1,5,7,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,35,1,7,10,9,45910726,1,41303146,5925687,23399979,70628812,14013449,10249837,24263286,1
1,24,1,2,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,28,1,1,9,3,30028818,0,24781887,84881462,23399979,133063328,93422991,13693141,107116132,0
1,26,1,8,10,10,27626514,0,34285342,18017291,1601537,53904170,73136854,40198578,113335432,0
1,55,1,4,1,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,52,0,4,9,6,53384566,1,52667108,33632278,16015369,102314755,3203074,13661111,16864185,1
1,17,1,2,8,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,17,1,4,7,5,30028818,1,28912201,22861940,23399979,75174120,26692283,28203066,54895349,1
1,25,1,3,9,5,42707653,0,11496563,27033945,23399979,61930487,83413382,4956757,88370139,0
1,47,1,1,12,3,524837,0,37589594,15871231,23399979,76860804,36835351,36643166,73478517,0
1,28,0,2,10,3,40038424,0,28912201,62459942,6406148,97778291,60057635,33792431,93850066,0
1,18,1,2,8,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,28,1,3,10,5,13346142,0,28912201,22261365,23399979,74573545,20019212,12812296,32831508,0
0,22,1,2,11,5,30028818,1,28912201,22861940,23399979,75174120,26692283,28203066,54895349,1
0,24,0,0,8,1,48046112,0,28912201,41639961,23399979,93952141,10676913,30429204,41106117,0
1,30,1,3,10,5,25624592,0,16521257,74471474,23399979,114392710,26692283,11531066,38223349,0
1,43,0,3,10,4,21353827,0,17555701,14173602,16015369,47744672,26692283,30108896,56801179,0
1,25,1,1,9,4,30696127,0,69532166,2033952,6406148,77972266,11063951,69778969,80842920,0
1,24,1,2,11,4,21353827,0,84060925,33872507,32030739,149964171,26692283,13773218,40465501,0
1,19,1,0,7,2,30028818,0,28912201,17456754,1601537,47970492,43775347,11130682,54906029,0
1,28,1,2,10,4,25624592,0,28912201,13452911,23399979,65765091,15348064,83279924,98627988,0
1,30,1,3,12,5,33365355,0,29878326,23702748,23399979,76981053,76740313,70067245,146807558,0
1,50,1,2,12,5,18417675,1,34421674,26825745,96092224,157339643,62726865,3331197,66058062,1
1,26,1,2,5,3,24023056,0,54491589,80877617,23399979,158769185,1601537,31229971,32831508,0
1,71,1,3,1,7,64728785,0,13425084,66944244,23399979,103769307,13025835,65663018,78688853,0
1,32,1,2,10,4,49380727,0,5714122,15534909,23399979,44649010,93422991,16495831,109918822,0
1,25,0,1,11,2,30028818,0,28912201,48846878,23399979,101159058,26692283,19618828,46311111,0
1,25,1,4,8,6,2012598,0,75386055,2314221,16015369,93715645,2936151,58616253,61552404,0
1,37,1,6,14,8,50715337,0,20651573,1473414,23399979,45524966,75405703,73510551,148916254,0
1,27,1,3,10,5,30028818,0,82606287,19138367,23399979,125144633,30802896,60858407,91661303,0
1,34,0,5,7,6,3203074,0,16521257,14093526,23399979,54014762,27759975,15214602,42974577,0
1,66,1,0,3,3,28026898,0,24095888,11290836,23399979,58786703,10543453,5365149,15908602,0
1,31,1,1,13,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,20,1,3,7,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,47,1,4,1,7,25624592,0,80199539,15534909,23399979,119134427,22421517,20499674,42921191,0
1,27,1,5,10,7,48046112,0,10151259,13532988,23399979,47084226,12011527,16736061,28747588,0
1,30,1,0,9,2,40038424,0,28912201,10426006,23399979,62738186,68065324,736707,68802031,0
1,53,0,2,9,3,42707653,0,13148688,26024976,24023054,63196718,80076847,23286348,103363195,0
1,32,1,5,8,7,13346142,1,86736603,25784744,80076851,192598198,15334717,52370258,67704975,1
1,23,1,2,10,4,13346142,0,28912201,14413833,23399979,66726013,66730708,17376677,84107385,0
0,38,0,1,9,2,22955363,0,28912201,17616907,23399979,69929087,73804164,1601537,75405701,0
1,61,1,3,8,5,16816138,0,65851208,54996783,40038424,160886415,1601537,10970529,12572066,0
1,43,1,3,10,5,33365354,0,16521257,62459942,23399979,102381178,12011528,10249837,22261365,0
1,24,1,3,10,5,74738393,0,41303144,78475311,23399979,143178434,53918409,69666858,123585267,0
1,42,1,7,8,9,69399939,1,24781887,18978214,23399979,67160080,18684598,26505438,45190036,1
1,22,1,2,8,4,6406148,1,82606287,22861940,23399979,128868206,73403776,76073008,149476784,1
1,52,1,5,11,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,29,1,3,9,5,3203074,0,16521257,16736061,23399979,56657297,20286135,84881458,105167593,0
1,36,0,3,14,4,11477681,0,42650009,26345285,23399979,92395273,46711493,65983322,112694815,0
1,22,1,3,6,5,6406148,0,47157024,21588719,40038424,108784167,28293822,28747589,57041411,0
1,23,1,1,4,3,98761444,0,2592037,22741826,88084536,113418399,66730709,26105053,92835762,0
1,23,1,3,12,5,30028818,0,20651573,1145099,23399979,45196651,15935293,50096077,66031370,0
1,34,1,6,10,8,14013449,0,57824402,21700827,88084536,167609765,14680755,78155006,92835761,0
1,39,1,4,10,6,93422991,0,36522855,26185129,23399979,86107963,13346142,3843689,17189831,0
1,17,1,2,4,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,25,1,3,6,5,14947679,0,71425879,39237656,23399979,134063514,53384566,10714282,64098848,0
1,81,0,0,1,2,54719181,1,16521257,26105053,23399979,66026289,26692283,14413833,41106116,1
1,29,1,3,10,5,13879988,0,28157883,79836621,19218445,127212949,15348064,19859058,35207122,0
1,24,1,3,9,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,20,1,3,10,5,21353827,0,11187569,23062132,23399979,57649680,80076847,22021133,102097980,0
1,28,1,2,7,4,13105911,0,28912201,32991661,23399979,85303841,1601537,20819981,22421518,0
1,40,1,4,6,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,36,1,4,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,40,1,2,9,4,58723021,0,41303144,27626514,16015369,84945027,26692283,28267128,54959411,0
1,35,1,2,10,4,10676913,0,17900111,17344646,23399979,58644736,26692283,17616907,44309190,0
1,29,1,4,12,6,1601537,0,20651573,33023694,23399979,77075246,36701891,26265207,62967098,0
1,42,0,3,4,5,30028818,1,28912201,22861940,23399979,75174120,26692283,28203066,54895349,1
1,18,1,3,10,4,72069163,1,82606287,16736061,23399979,122742327,26692283,15294679,41986962,1
1,25,1,3,10,5,18684598,0,38415656,21941057,48046108,108402821,10676913,17937214,28614127,0
1,26,1,6,4,8,34699969,0,35111401,49327339,19698906,104137646,53384566,12652143,66036709,0
1,28,1,4,8,6,52049952,0,34766083,2033952,23399979,60200014,18417675,1345291,19762966,0
0,33,1,2,10,4,25357668,0,20651573,14958356,19218445,54828374,1321268,12139651,13460919,0
1,21,1,2,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,25,0,6,8,7,44042268,0,28912201,7735424,23399979,60047604,80076851,93689919,173766770,0
1,18,1,2,11,3,30028818,0,41303144,35233815,23399979,99936938,26024976,14413833,40438809,0
1,26,1,4,10,6,67531476,0,41303144,12812296,23399979,77515419,93422991,1145099,94568090,0
1,25,1,4,6,7,30028818,1,26505453,9689299,23399979,59594731,20019212,10650221,30669433,1
1,65,1,1,10,5,6406148,0,69741156,14333755,23399979,107474890,86749923,21780903,108530826,0
1,27,0,5,12,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,23,1,2,10,4,30028818,1,26505453,48046108,23399979,97951540,26692283,12011527,38703810,1
1,23,1,3,14,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,29,1,3,9,5,10676913,0,41303144,18257521,23399979,82960644,44042268,78475313,122517581,0
0,29,1,4,13,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,29,1,1,10,3,48046112,1,28912201,36515042,23399979,88827222,62726865,58776409,121503274,1
1,40,1,0,7,2,11744605,0,41303144,16415755,6406148,64125047,40038424,49647646,89686070,0
1,41,0,4,8,7,26692283,1,40653168,10313898,25624592,76591658,38703811,18289553,56993364,1
1,34,1,5,8,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
0,36,1,1,14,3,46711493,0,15077211,19026259,23399979,57503449,20019213,32831509,52850722,0
1,23,1,1,14,3,56053796,0,11841276,44522729,23399979,79763984,25357668,52210106,77567774,0
0,42,0,0,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,25,1,4,7,6,66597252,1,6712542,37556042,11210759,55479343,2268844,5717487,7986331,1
1,57,1,5,9,9,325112,0,25334981,39397809,23399979,88132769,3203074,24343363,27546437,0
1,32,1,4,9,6,20152674,0,17555701,27610498,23399979,68566178,50715337,29788588,80503925,0
1,31,1,3,10,5,23222287,0,21617395,2857142,23399979,47874516,11611143,24023054,35634197,0
1,24,1,4,8,6,21353827,0,82606287,22341441,23399979,128347707,26692283,2642536,29334819,0
1,21,1,2,10,4,42707653,0,18726175,26185129,23399979,68311283,28694205,20659828,49354033,0
1,44,1,5,12,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,23,1,2,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,42,1,1,8,3,37369196,0,16521257,14894295,23399979,54815531,40038425,13613065,53651490,0
1,22,1,2,10,4,17349984,0,28912201,2445547,23399979,54757727,37903044,48046112,85949156,0
1,25,1,5,6,7,12812296,1,28912201,12251758,16015369,57179328,66730709,64702095,131432804,1
0,37,0,0,14,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,25,1,3,10,5,18684598,1,28912201,10009606,23399979,62321786,19805674,88404846,108210520,1
1,21,1,3,11,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,41,1,8,9,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,31,1,2,12,5,30028818,1,28912201,22861940,23399979,75174120,26692283,28203066,54895349,1
1,20,1,3,16,5,18684598,0,62615582,13163032,16015369,91793983,3203074,39237656,42440730,0
1,41,1,4,10,6,40038424,0,39241721,5243432,11210759,55695912,37502658,25304285,62806943,0
1,21,1,2,14,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,28,1,6,7,8,37369196,0,55730682,10329913,23399979,89460574,17349985,35073662,52423647,0
1,37,1,5,8,8,89085493,0,1018915,32671356,88084536,121774807,24023054,47773849,71796903,0
1,26,1,2,8,4,11717913,0,33872006,22821902,11210759,67904667,92088375,40518887,132607262,0
1,21,1,2,8,4,56053796,0,41303144,8979818,23399979,73682941,14680755,61018558,75699313,0
1,24,1,2,10,4,16682676,0,28912201,14173602,12812296,55898099,53384566,42600883,95985449,0
1,18,1,2,10,3,13172642,0,57555164,27242145,12812296,97609605,21620749,2722613,24343362,0
1,51,0,0,6,5,30028818,1,28912201,22861940,23399979,75174120,26692283,28203066,54895349,1
1,19,1,3,9,5,10676913,0,16521257,25624591,83279924,125425772,26692283,10986544,37678827,0
0,48,0,3,6,4,93422985,0,66469196,44602805,55253027,166325028,28026898,23062132,51089030,0
1,32,0,1,8,2,11904758,0,82606287,41319656,56053796,179979739,32497857,64541941,97039798,0
1,44,1,6,9,8,2535767,0,11668919,86803307,23399979,121872205,53384566,96092224,149476790,0
1,37,1,0,1,2,12144989,1,20651573,19522736,23399979,63574288,66730708,54452257,121182965,1
1,28,1,5,10,7,53384566,0,20651573,34753354,23399979,78804906,1134422,2033952,3168374,0
1,42,0,1,7,3,70734549,0,20651573,56854565,23399979,100906117,10676913,89686069,100362982,0
1,22,1,2,10,4,10943836,0,83646683,29644449,60858406,174149538,25357668,43433685,68791353,0
1,60,0,1,9,3,50314951,0,28912201,82479156,23399979,134791336,66730708,23862902,90593610,0
1,34,1,5,7,7,36568427,0,88460167,12956435,23399979,124816581,1601537,16976292,18577829,0
1,43,0,2,8,4,14814218,1,41303144,68545784,23399979,133248907,10076337,26745668,36822005,1
1,73,0,0,4,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,36,1,4,9,7,18317579,0,42545969,35153738,23399979,101099686,13346142,88084536,101430678,0
1,34,1,3,10,5,21353827,0,23269824,18737982,44843035,86850841,46444573,3071748,49516321,0
1,32,1,5,7,7,10676913,0,49563774,1165919,23399979,74129672,46711493,12812296,59523789,0
1,30,1,4,9,6,2033952,0,33042515,24215239,56053795,113311549,76073008,53171028,129244036,0
0,35,0,4,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
0,33,0,0,9,1,14947679,0,28912201,172966,23399979,52485146,26692283,1321268,28013551,0
1,23,1,3,10,5,46711493,0,1018915,25272253,172966,26464134,28026898,58007671,86034569,0
1,17,1,3,10,5,30028818,1,28912201,22861940,23399979,75174120,26692283,28203066,54895349,1
1,43,1,5,13,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,36,1,3,6,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,49,0,2,4,5,54986105,1,16521257,17096408,25624592,59242257,24156517,21140289,45296806,1
0,18,1,1,6,2,69399939,0,28912201,1016976,23399979,53329156,10676913,46124264,56801177,0
1,61,0,1,1,4,43735309,0,17314723,73670702,23399979,114385404,26692283,22421518,49113801,0
